이름,주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고
통일아시아드공원,부산광역시 사하구 다대동 1585,3,0:00,24:00,,,,,
통일아시아드공원,부산광역시 사하구 다대동 1585,4,0:00,24:00,,,,,
통일아시아드공원,부산광역시 사하구 다대동 1585,5,0:00,24:00,,,,,
통일아시아드공원,부산광역시 사하구 다대동 1585,6,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,0,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,1,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,2,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,3,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,4,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,5,0:00,24:00,,,,,
파도공원,부산광역시 강서구 명지동 3409,6,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,0,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,1,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,2,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,3,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,4,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,5,0:00,24:00,,,,,
파란마음공원,부산광역시 북구 만덕동 956-1,6,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,0,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,1,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,2,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,3,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,4,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,5,0:00,24:00,,,,,
파랑새공원,부산광역시 수영구 광안동 180-1,6,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,0,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,1,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,2,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,3,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,4,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,5,0:00,24:00,,,,,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,6,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,0,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,1,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,2,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,3,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,4,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,5,0:00,24:00,,,,,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,6,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,0,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,1,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,2,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,3,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,4,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,5,0:00,24:00,,,,,
팽나무공원,부산광역시 사하구 감천동 140-2,6,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,0,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,1,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,2,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,3,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,4,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,5,0:00,24:00,,,,,
팽나무공원,부산광역시 수영구 수영동 119,6,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,0,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,1,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,2,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,3,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,4,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,5,0:00,24:00,,,,,
평화공원,부산광역시 금정구 서동 141-22,6,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,0,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,1,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,2,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,3,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,4,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,5,0:00,24:00,,,,,
평화공원,부산광역시 남구 대연동 706-5,6,0:00,24:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,0,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,1,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,2,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,3,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,4,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,5,11:00,20:00,,,,,
포디움다이브엠,부산광역시 수영구 광안동 199-7,6,11:00,20:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,0,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,1,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,2,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,3,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,4,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,5,0:00,24:00,,,,,
포천공원,부산광역시 북구 구포동 1230-4,6,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,0,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,1,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,2,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,3,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,4,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,5,0:00,24:00,,,,,
푸른공원,부산광역시 해운대구 좌동 1349,6,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,0,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,1,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,2,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,3,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,4,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,5,0:00,24:00,,,,,
푸른소공원,부산광역시 영도구 봉래동4가 361,6,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,0,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,1,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,2,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,3,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,4,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,5,0:00,24:00,,,,,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,6,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,0,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,1,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,2,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,3,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,4,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,5,0:00,24:00,,,,,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,6,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,0,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,1,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,2,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,3,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,4,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,5,0:00,24:00,,,,,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,6,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,0,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,1,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,2,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,3,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,4,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,5,0:00,24:00,,,,,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,6,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,0,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,1,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,2,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,3,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,4,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,5,0:00,24:00,,,,,
풀꽃공원,부산광역시 사하구 구평동 514,6,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,0,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,1,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,2,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,3,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,4,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,5,0:00,24:00,,,,,
풀소리공원,부산광역시 북구 만덕동 960-4,6,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,0,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,1,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,2,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,3,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,4,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,5,0:00,24:00,,,,,
하늘공원,부산광역시 동래구 온천동 1853-28,6,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,0,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,1,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,2,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,3,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,4,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,5,0:00,24:00,,,,,
하늘공원,부산광역시 북구 만덕동 944-7,6,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,0,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,1,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,2,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,3,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,4,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,5,0:00,24:00,,,,,
하늘공원,부산광역시 사하구 다대동 1673,6,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,0,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,1,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,2,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,3,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,4,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,5,0:00,24:00,,,,,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,6,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,0,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,1,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,2,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,3,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,4,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,5,0:00,24:00,,,,,
하늘빛공원,부산광역시 연제구 연산동 2350,6,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,0,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,1,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,2,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,3,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,4,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,5,0:00,24:00,,,,,
하늘소공원,부산광역시 영도구 봉래동4가 349,6,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,0,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,1,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,2,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,3,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,4,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,5,0:00,24:00,,,,,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,6,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,0,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,1,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,2,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,3,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,4,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,5,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,6,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,0,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,1,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,2,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,3,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,4,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,5,0:00,24:00,,,,,
하리지구 소공원,부산광역시 영도구 동삼동 1179,6,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,0,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,1,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,2,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,3,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,4,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,5,0:00,24:00,,,,,
하얀마음공원,부산광역시 북구 만덕동 955-4,6,0:00,24:00,,,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,0,,,,,,TRUE,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,1,9:30,17:30,12:00,13:00,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,2,9:30,17:30,12:00,13:00,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,3,9:30,17:30,12:00,13:00,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,4,9:30,17:30,12:00,13:00,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,5,9:30,17:30,12:00,13:00,,,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,6,,,,,,TRUE,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,0,,,,,,TRUE,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,1,,,,,,TRUE,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,2,10:00,17:00,,,,,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,3,10:00,17:00,,,,,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,4,10:00,17:00,,,,,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,5,10:00,17:00,,,,,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,6,10:00,17:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,0,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,1,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,2,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,3,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,4,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,5,0:00,24:00,,,,,
한길소공원,부산광역시 동래구 사직동 1045,6,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,0,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,1,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,2,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,3,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,4,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,5,0:00,24:00,,,,,
한들공원,부산광역시 연제구 연산동 2314,6,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,0,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,1,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,2,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,3,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,4,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,5,0:00,24:00,,,,,
한마음공원,부산광역시 북구 만덕동 922-2,6,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,0,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,1,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,2,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,3,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,4,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,5,0:00,24:00,,,,,
한마음공원,부산광역시 연제구 거제동 1482-1,6,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,0,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,1,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,2,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,3,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,4,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,5,0:00,24:00,,,,,
한마음공원,부산광역시 해운대구 반여동 1640,6,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,0,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,1,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,2,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,3,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,4,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,5,0:00,24:00,,,,,
한빛공원,부산광역시 북구 만덕동 831,6,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,0,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,1,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,2,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,3,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,4,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,5,0:00,24:00,,,,,
한빛공원,부산광역시 연제구 연산동 2273,6,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,0,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,1,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,2,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,3,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,4,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,5,0:00,24:00,,,,,
한빛공원,부산광역시 해운대구 재송동 1057-19,6,0:00,24:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,0,9:00,21:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,1,,,,,,TRUE,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,2,9:00,21:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,3,9:00,21:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,4,9:00,21:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,5,9:00,21:00,,,,,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,6,9:00,21:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,0,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,1,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,2,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,3,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,4,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,5,0:00,24:00,,,,,
한적공원,부산광역시 강서구 생곡동 1539-1,6,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,0,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,1,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,2,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,3,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,4,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,5,0:00,24:00,,,,,
함박공원,부산광역시 북구 만덕동 853-1,6,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,0,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,1,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,2,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,3,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,4,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,5,0:00,24:00,,,,,
함지골공원,부산광역시 영도구 동삼동 산149-4,6,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,0,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,1,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,2,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,3,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,4,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,5,0:00,24:00,,,,,
해관공원,부산광역시 강서구 천성동 1642-3,6,0:00,24:00,,,,,
해광사,부산광역시 기장군 기장읍 연화리 473-1,0,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,1,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,2,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,3,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,4,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,5,,,,,,,일출 후~일몰 전까지 상시 개방
해광사,부산광역시 기장군 기장읍 연화리 473-1,6,,,,,,,일출 후~일몰 전까지 상시 개방
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,0,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,1,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,2,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,3,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,4,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,5,4:30,19:20,,,18:50,,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,6,4:30,19:20,,,18:50,,
해름소공원,부산광역시 사상구 엄궁동 652-16,0,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,1,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,2,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,3,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,4,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,5,0:00,24:00,,,,,
해름소공원,부산광역시 사상구 엄궁동 652-16,6,0:00,24:00,,,,,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,0,0:00,24:00,,,,,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,1,0:00,24:00,,,,,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,2,0:00,24:00,,,,,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,3,0:00,24:00,,,,,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,4,0:00,24:00,,,,,
